Rank,Company,Ticker,Executive,Title,Title Category,2010 base salary,Bonus,Non-equity incentive,Total cash compensation,Stock options GDFV,Stock awards GDFV,Total equity compensation,All other compensation,Change in pension NQDC,Total compensation,Footnotes
29,MetroPCS Communications Inc.,PCS,Roger D. Linquist,President and chief executive,CEO,"$804,470",,"$2,119,400","$2,923,870","$1,816,676","$1,560,650","$3,377,326","$2,975",,"$6,304,171",
133,MetroPCS Communications Inc.,PCS,J. Braxton Carter,Executive vice president/chief financial officer,CFO,"$472,615",,"$667,000","$1,139,615","$422,847","$700,700","$1,123,547","$2,184",,"$2,265,346",
68,MetroPCS Communications Inc.,PCS,Thomas C. Keys,Chief operating officer,COO,"$513,711",,"$821,700","$1,335,411","$798,711","$1,401,400","$2,200,111","$2,450",,"$3,537,972",
187,MetroPCS Communications Inc.,PCS,Mark A. Stachiw,Executive vice president/general counsel and secretary,General Counsel,"$385,288",,"$543,800","$929,088","$266,237","$445,900","$712,137","$2,450",,"$1,643,675",
278,MetroPCS Communications Inc.,PCS,Malcolm M. Lorang,Senior vice president/chief technology officer,Other,"$308,227",,"$377,000","$685,227","$156,610","$127,400","$284,010","$1,879",,"$971,116",
148,Nexstar Broadcasting Group Inc.,NXST,Perry A. Sook,"President, chief executive and director",CEO,"$948,269","$1,116,667",,"$2,064,936",,,$-,"$11,746",,"$2,076,682",
261,Nexstar Broadcasting Group Inc.,NXST,Thomas E. Carter,Chief financial officer and executive vice president,CFO,"$393,846","$350,000",,"$743,846","$296,700",,"$296,700","$9,125",,"$1,049,671",
239,Nexstar Broadcasting Group Inc.,NXST,Timothy C. Busch,"Executive vice president, co-chief operating officer",COO,"$355,538","$350,000",,"$705,538","$477,300",,"$477,300","$5,312",,"$1,188,150",
335,Nexstar Broadcasting Group Inc.,NXST,Brian  Jones,"Executive vice president, co-chief operating officer",COO,"$355,538","$350,000",,"$705,538",,,$-,"$9,574",,"$715,112",
397,Nexstar Broadcasting Group Inc.,NXST,Richard  Rogala,"Senior vice president, regional manager",Other,"$331,865","$160,000",,"$491,865",,,$-,"$1,092",,"$492,957",
86,NL Industries Inc.,NL,Harold C. Simmons,Chairman and chief executive,CEO,"$3,047,000",,,"$3,047,000",,"$28,490","$28,490",,,"$3,075,490",
343,NL Industries Inc.,NL,Gregory M. Swalwell,"Vice president, finance and chief financial officer",CFO,"$655,300",,,"$655,300",,,$-,,,"$655,300",
258,NL Industries Inc.,NL,Robert D. Graham,Vice president and general counsel,General Counsel,"$1,068,900",,,"$1,068,900",,,$-,,,"$1,068,900",
389,NL Industries Inc.,NL,Kelly D. Luttmer,Vice president and tax director,Other,"$519,100",,,"$519,100",,,$-,,,"$519,100",
407,NL Industries Inc.,NL,John A. St Wrba,Vice president and treasurer,Other,"$454,000",,,"$454,000",,,$-,,,"$454,000",
283,Palm Harbor Homes Inc.,PHHMQ,Larry H. Keener,Chairman and chief executive,CEO,"$300,000","$240,000",,"$540,000","$400,517",,"$400,517",,,"$940,517",
374,Palm Harbor Homes Inc.,PHHMQ,Kelly  Tacke,"Executive vice president, chief financial officer and secretary",CFO,"$170,000","$200,000",,"$370,000","$200,258","$4,970","$205,228",,,"$575,228",
381,Penson Worldwide Inc.,PNSN,Philip A. Pendergraft,Chief executive,CEO,"$545,000",,,"$545,000",,,$-,"$5,000",,"$550,000",
418,Penson Worldwide Inc.,PNSN,Kevin W. McAleer,Executive vice president and chief financial officer,CFO,"$300,000",,"$25,000","$325,000",,"$98,146","$98,146","$5,000",,"$428,146",
363,Penson Worldwide Inc.,PNSN,C. William Yancey,"President and chief executiver, Penson Financial Services Inc.",Division President/CEO,"$425,000",,"$26,250","$451,250",,"$141,771","$141,771","$5,000",,"$598,021",
344,Penson Worldwide Inc.,PNSN,Daniel P. Son,Former president,Former executive,"$334,583",,,"$334,583",,,$-,"$320,403",,"$654,986",
382,Penson Worldwide Inc.,PNSN,Andrew B. Koslow,"Executive vice president, general counsel and secretary",General Counsel,"$450,000",,"$16,875","$466,875",,"$76,334","$76,334","$5,000",,"$548,209",
399,Penson Worldwide Inc.,PNSN,Bryce B. Engel,Executive vice president international operations,Other,"$300,000",,"$25,000","$325,000",,"$162,021","$162,021","$5,000",,"$492,021",
327,Pfsweb Inc.,PFSW,Mark C. Layton,"Chairman, president and chief executive",CEO,"$569,993",,"$29,000","$598,993","$128,778",,"$128,778","$41,015",,"$739,786",
402,Pfsweb Inc.,PFSW,Thomas J. Madden,Executive vice president/chief financial officer,CFO,"$321,483",,"$29,000","$350,483","$128,778",,"$128,778","$31,720",,"$481,981",
388,Pfsweb Inc.,PFSW,Michael C. Willoughby,"Executive vice president, chief information officer",Other,"$345,558",,"$29,000","$374,558","$157,395",,"$157,395","$18,294",,"$521,247",
22,Pier 1 Imports Inc.,PIR,Alexander W. Smith,President and chief executive,CEO,"$1,050,000","$42,525","$1,417,500","$2,510,025","$328,800","$4,359,375","$4,688,175","$38,966","$764,759","$8,001,925",
212,Pier 1 Imports Inc.,PIR,Charles H. Turner,Executive vice president and chief financial officer,CFO,"$460,000","$14,490","$568,000","$1,042,490",,,$-,"$6,112","$347,281","$1,395,883",
307,Pier 1 Imports Inc.,PIR,Gregory S. Humenesky,"Executive vice president, human resources",Other,"$330,000","$10,395","$401,500","$741,895",,,$-,"$7,350","$104,083","$853,328",
311,Pier 1 Imports Inc.,PIR,Sharon M. Leite,"Executive vice president, stores",Other,"$330,000","$10,395","$398,613","$739,008",,,$-,"$86,985",,"$825,993",
315,Pier 1 Imports Inc.,PIR,Michael R. Benkel,"Senior vice president, planning and allocations",Other,"$300,000","$6,750","$275,000","$581,750",,,$-,"$224,795",,"$806,545",
19,Pioneer Natural Resources Co.,PXD,Scott D. Sheffield,Chairman and chief executive,CEO,"$956,001","$2,007,600",,"$2,963,601","$1,046,760","$4,468,544","$5,515,304","$134,678",,"$8,613,583",
109,Pioneer Natural Resources Co.,PXD,Richard P. Dealy,Executive vice president and chief financial officer,CFO,"$406,001","$730,800",,"$1,136,801","$285,480","$1,218,693","$1,504,173","$66,922",,"$2,707,896",
51,Pioneer Natural Resources Co.,PXD,Timothy L. Dove,President and chief operating officer,COO,"$531,001","$1,062,000",,"$1,593,001","$468,187","$1,990,900","$2,459,087","$80,662",,"$4,132,750",
150,Pioneer Natural Resources Co.,PXD,Chris J. Cheatwood,"Executive vice president, business development and technology",Other,"$376,002","$658,000",,"$1,034,002","$180,804","$768,885","$949,689","$75,896",,"$2,059,587",
156,Pioneer Natural Resources Co.,PXD,Danny L. Kellum,"Executive vice president, Permian operations",Other,"$376,002","$658,000",,"$1,034,002","$171,288","$731,189","$902,477","$72,106",,"$2,008,585",
456,Pizza Inn Inc.,PZZI,Charles R. Morrison,President and chief executive,CEO,"$275,000","$24,063",,"$299,063",,,$-,"$2,115",,"$301,178",
501,Pizza Inn Inc.,PZZI,Madison A. Jobe,Senior vice president and chief operating officer,COO,"$133,077","$29,543",,"$162,620",,,$-,"$2,562",,"$165,182",Appointed chief operating officer in 2010.
370,PMC Commercial Trust,PCC,Lance B. Rosemore,Chief executive,CEO,"$435,372","$65,000",,"$500,372",,"$22,545","$22,545","$58,751",,"$581,668",
420,PMC Commercial Trust,PCC,Barry N. Berlin,Chief financial officer,CFO,"$293,430","$64,500",,"$357,930",,"$22,545","$22,545","$44,883",,"$425,358",
422,PMC Commercial Trust,PCC,Jan F. Salit,Chief operating and investment officer,COO,"$293,430","$64,500",,"$357,930",,"$22,545","$22,545","$44,194",,"$424,668",
309,PMFG Inc.,PMFG,Peter J. Burlage,President and chief executive,CEO,"$350,000",,"$214,416","$564,416",,"$245,000","$245,000","$18,225",,"$827,641",
410,PMFG Inc.,PMFG,Henry G. Schopfer,Chief financial officer,CFO,"$250,000",,"$90,758","$340,758",,"$100,003","$100,003","$3,079",,"$443,840",
447,PMFG Inc.,PMFG,Sean P. McMenamin,"Vice president, manufacturing and supply chain management",Other,"$175,000",,"$82,307","$257,307",,"$69,999","$69,999","$2,223",,"$329,529",
489,PMFG Inc.,PMFG,David  Taylor,"Vice president, business development",Other,"$162,000",,"$34,698","$196,698",,"$24,297","$24,297","$2,125",,"$223,120",
461,PMFG Inc.,PMFG,Jon P. Segelhorst,"Vice president, sales and marketing",Sales/Marketing executive,"$162,000",,"$56,039","$218,039",,"$64,798","$64,798","$2,125",,"$284,962",
42,Quicksilver Resources Inc.,KWK,Glenn  Darden,President and chief executive,CEO,"$440,000",,"$653,400","$1,093,400","$1,162,496","$2,524,593","$3,687,089","$19,130",,"$4,799,619",
149,Quicksilver Resources Inc.,KWK,Philip W. Cook,Senior vice president ? chief financial officer,CFO,"$330,000",,"$277,695","$607,695","$450,001","$990,019","$1,440,020","$18,299",,"$2,066,014",
118,Quicksilver Resources Inc.,KWK,Jeff  Cook,Executive vice president ? operations,COO,"$385,000",,"$381,150","$766,150","$543,745","$1,209,703","$1,753,448","$19,130",,"$2,538,728",
172,Quicksilver Resources Inc.,KWK,John C. Cirone,Senior vice president ? general counsel,General Counsel,"$300,000",,"$252,450","$552,450","$412,504","$819,569","$1,232,073","$19,130",,"$1,803,653",
41,Quicksilver Resources Inc.,KWK,Thomas F. Darden,Chairman,Non-CEO Chairman or Preisdent,"$440,000",,"$653,400","$1,093,400","$1,162,496","$2,524,593","$3,687,089","$34,586",,"$4,815,075",
39,RadioShack Corp.,RSH,Julian C. Day,Chairman and chief executive,CEO,"$1,003,846",,"$1,014,693","$2,018,539","$649,670","$2,230,138","$2,879,808","$13,144",,"$4,911,491",
99,RadioShack Corp.,RSH,James F. Gooch,Executive vice president and chief financial officer,CFO,"$609,206",,"$1,048,557","$1,657,763","$212,616","$759,187","$971,803","$18,371","$148,467","$2,796,404",
139,RadioShack Corp.,RSH,Bryan  Bevin,Executive vice president ? store operations,Other,"$514,327",,"$809,715","$1,324,042","$165,370","$559,910","$725,280","$18,046","$124,641","$2,192,009",
277,RadioShack Corp.,RSH,Scott E. Young,Executive vice president ? chief merchandise officer,Other,"$440,000","$100,000","$144,114","$684,114","$94,856","$176,310","$271,166","$17,413",,"$972,693","Became an executive officer on April 3, 2010"
169,RadioShack Corp.,RSH,Lee D. Applbaum,Executive vice president ? chief marketing officer,Sales/Marketing executive,"$505,481",,"$600,127","$1,105,608","$165,370","$559,910","$725,280","$3,544",,"$1,834,432",
26,Range Resources Corp.,RRC,John H. Pinkerton,Chairman and chief executive,CEO,"$723,077",,"$911,000","$1,634,077","$2,222,743","$2,632,480","$4,855,223","$144,677",,"$6,633,977",
100,Range Resources Corp.,RRC,Roger S. Manny,Executive vice president and chief financial officer,CFO,"$381,539",,"$385,000","$766,539","$892,887","$1,057,516","$1,950,403","$67,546",,"$2,784,488",
37,Range Resources Corp.,RRC,Jeffrey L. Ventura,President and chief operating officer,COO,"$566,154",,"$714,000","$1,280,154","$1,827,153","$2,164,001","$3,991,154","$94,567",,"$5,365,875",
163,Range Resources Corp.,RRC,Mark D. Whitley,Senior vice president,Other,"$340,385",,"$257,000","$597,385","$573,736","$679,510","$1,253,246","$58,421",,"$1,909,052",
167,Range Resources Corp.,RRC,Ray N. Walker Jr.,Senior vice president,Other,"$317,308",,"$240,000","$557,308","$573,736","$679,510","$1,253,246","$57,007",,"$1,867,561",
286,RealPage Inc.,RP,Stephen T. Winn,Chairman and chief executive,CEO,"$400,000",,"$375,800","$775,800",,,$-,"$154,025",,"$929,825",
237,RealPage Inc.,RP,Timothy J. Barker,Chief financial officer and treasurer,CFO,"$350,000",,"$208,163","$558,163",,,$-,"$3,775",,"$1,211,188",
227,RealPage Inc.,RP,Margot Lebenberg,"Executive vice president, chief legal officer and secretary",General Counsel,"$200,509",,"$119,693","$320,202",,,$-,"$49,892",,"$1,267,844",
260,RealPage Inc.,RP,Dirk D. Wakeham,President,Non-CEO Chairman or Preisdent,"$330,000",,"$168,197","$498,197",,,$-,"$3,250",,"$1,057,947",
305,RealPage Inc.,RP,Ashley Chaffin Glover,"Executive vice president, multifamily solutions",Other,"$320,000",,"$124,880","$444,880",,,$-,"$3,675",,"$865,930",
217,Reddy Ice Holdings Inc.,FRZ,Gilbert M. Cassagne,Chief executive and president,CEO,"$452,720",,,"$452,720","$529,492","$361,743","$891,235","$2,351",,"$1,346,306",
369,Reddy Ice Holdings Inc.,FRZ,Steven J. Janusek,"Executive vice president, chief financial officer and treasurer",CFO,"$288,621",,,"$288,621","$172,463","$119,162","$291,625","$4,762",,"$585,008",
377,Reddy Ice Holdings Inc.,FRZ,Paul D. Smith,Executive vice president and chief operating officer,COO,"$278,914",,,"$278,914","$172,463","$119,162","$291,625","$4,110",,"$574,649",
400,Reddy Ice Holdings Inc.,FRZ,Angela S. Wallander,Executive vice president and chief customer officer,Other,"$205,785",,,"$205,785","$166,411","$110,651","$277,062","$3,772",,"$486,619",
459,Reddy Ice Holdings Inc.,FRZ,Nicholas P. Bolton,"Senior vice president ? manufacturing, engineering, procurement",Other,"$216,641",,,"$216,641","$47,825","$31,919","$79,744","$4,255",,"$300,640",
119,Regency Energy Partners LP,RGNC,Michael J. Bradley,President and chief executive,CEO,"$44,231",,,"$44,231",,"$2,447,500","$2,447,500","$10,701",,"$2,502,432",
275,Regency Energy Partners LP,RGNC,Thomas E. Long,Executive vice president and chief financial officer,CFO,"$15,000",,,"$15,000",,"$965,750","$965,750","$11,630",,"$992,380",
76,Regency Energy Partners LP,RGNC,Byron R. Kelley,Former chairman and chief executive,Former executive,"$457,289",,"$856,800","$1,314,089",,"$1,645,690","$1,645,690","$341,900",,"$3,301,679",Employment ended in 2010
301,Regency Energy Partners LP,RGNC,David G. Marrs,Former president of contract compression,Former executive,"$140,769",,"$95,000","$235,769",,"$292,117","$292,117","$361,311",,"$889,197",Employment ended in 2010
368,Regency Energy Partners LP,RGNC,Stephen L. Arata,Former chief financial officer,Former executive,"$209,206",,,"$209,206",,"$282,044","$282,044","$94,380",,"$585,630",Employment ended in 2010
379,Regency Energy Partners LP,RGNC,Dennie W. Dixon,"Former senior vice president for gathering, processing and transportation",Former executive,"$215,300",,"$161,475","$376,775",,"$141,022","$141,022","$40,642",,"$558,439",Employment ended in 2010
405,Regency Energy Partners LP,RGNC,L. Patrick Giroir,Former vice president,Former executive,"$113,702",,,"$113,702",,"$271,971","$271,971","$87,957",,"$473,630",Employment ended in 2010
190,Regency Energy Partners LP,RGNC,Paul M. Jolas,Executive vice president and chief legal officer,General Counsel,"$310,060",,"$313,449","$623,509",,"$918,232","$918,232","$48,506",,"$1,590,247",
360,Regency Energy Partners LP,RGNC,A. Troy Sturrock,Chief accounting officer,Other,"$176,038",,"$95,514","$271,552",,"$315,511","$315,511","$25,734",,"$612,797",
135,Rent-A-Center Inc.,RCII,Mark E. Speese,Chairman and chief executive,CEO,"$840,480",,"$1,394,976","$2,235,456",,,$-,"$10,709",,"$2,246,165",
285,Rent-A-Center Inc.,RCII,Robert D. Davis,"Executive vice president ? finance, chief financial officer and treasurer",CFO,"$409,032",,"$306,774","$715,806","$45,350","$149,445","$194,795","$20,406",,"$931,007",
207,Rent-A-Center Inc.,RCII,Mitchell E. Fadel,President and chief operating officer,COO,"$570,476",,"$513,428","$1,083,904","$84,332","$277,930","$362,262","$11,574",,"$1,457,740",
312,Rent-A-Center Inc.,RCII,Christopher A. Korst,Executive vice president ? operations,Other,"$360,360",,"$270,270","$630,630","$39,954","$131,681","$171,635","$20,002",,"$822,267",
329,Rent-A-Center Inc.,RCII,Theodore V. DeMarino,Executive vice president ? operations,Other,"$318,356",,"$238,767","$557,123","$35,296","$116,320","$151,616","$21,232",,"$729,971",
492,RF Monolithics Inc.,RFMI,David M. Kirk,President and chief executive,CEO,"$205,108",,"$7,502","$212,610",,,$-,"$1,045",,"$213,655",
499,RF Monolithics Inc.,RFMI,David B. Crawford,Vice president sales,Sales/Marketing executive,"$150,471",,"$20,504","$170,975",,,$-,"$2,019",,"$172,994",
477,RBC Life Sciences Inc.,RBCL,Clinton H. Howard,"Chairman, chief executive",CEO,"$130,000",,,"$130,000",,,$-,"$131,445",,"$261,445","Retired in December 2008, reappointed in June 2010"
484,RBC Life Sciences Inc.,RBCL,Steven E. Brown,"Vice president-finance, chief financial officer",CFO,"$231,417",,,"$231,417",,,$-,"$7,551",,"$238,968",
490,RBC Life Sciences Inc.,RBCL,Paul R. Miller,President of MPM Medical subsidiary,Division President/CEO,"$210,000",,,"$210,000",,,$-,"$8,685",,"$218,685",
436,RBC Life Sciences Inc.,RBCL,John W. Price,former chief executive,Former executive,"$192,344",,,"$192,344",,,$-,"$190,523",,"$382,867","Resigned in June 2010, consulted until December 2010"
466,RBC Life Sciences Inc.,RBCL,Kenneth L. Sabot,former senior vice president-operations,Former executive,"$145,537",,,"$145,537",,,$-,"$130,045",,"$275,582","Retired in July 2010, consultant until July 2011"
54,Sally Beauty Holdings Inc.,SBH,Gary G. Winterhalter,"President, chief executive and director",CEO,"$882,308",,"$1,307,933","$2,190,241","$1,858,124",,"$1,858,124","$13,092",,"$4,061,457",
210,Sally Beauty Holdings Inc.,SBH,Mark J. Flaherty,Senior vice president and chief financial officer,CFO,"$394,102",,"$350,530","$744,632","$681,312",,"$681,312","$3,728",,"$1,429,672",
195,Sally Beauty Holdings Inc.,SBH,Michael G. Spinozzi,"President, Sally Beauty Supply",Division President/CEO,"$419,299",,"$452,213","$871,512","$681,312",,"$681,312","$13,597",,"$1,566,421",
199,Sally Beauty Holdings Inc.,SBH,John R. Golliher,"President, beauty systems group",Division President/CEO,"$385,511",,"$451,950","$837,461","$681,312",,"$681,312","$13,249",,"$1,532,022",
262,Sally Beauty Holdings Inc.,SBH,Bennie L. Lowery,"Senior vice president and general merchandise manager, beauty systems group",Other,"$351,369",,"$345,916","$697,285","$338,592",,"$338,592","$13,413",,"$1,049,290",
263,Silverleaf Resorts Inc.,SVLF,Robert E. Mead,"Chairman, president and chief executive",CEO,"$925,000",,,"$925,000",,,$-,"$122,780",,"$1,047,780",
413,Silverleaf Resorts Inc.,SVLF,"Harry J. White, Jr.",Chief financial officer,CFO,"$338,542","$100,000",,"$438,542",,,$-,,,"$438,542",
347,Silverleaf Resorts Inc.,SVLF,Thomas J. Morris,Executive vice president ? capital markets and strategic planning,Other,"$325,000","$325,000",,"$650,000",,,$-,,,"$650,000",
297,Silverleaf Resorts Inc.,SVLF,David T. O'Connor,Executive vice president - sales,Sales/Marketing executive,,,"$843,519","$843,519",,,$-,"$55,736",,"$899,255",Does not receive a base salary; is part of a sales commision plan
375,Silverleaf Resorts Inc.,SVLF,Edward L. Lahart,Chief operating officer -- marketing and financial services,Sales/Marketing executive,"$325,000","$50,000","$200,000","$575,000",,,$-,,,"$575,000",
73,Southwest Airlines Co.,LUV,Gary C. Kelly,"Chairman, president and chief executive",CEO,"$465,000","$930,000",,"$1,395,000",,"$1,842,000","$1,842,000","$112,668","$7,902","$3,357,570",
257,Southwest Airlines Co.,LUV,Laura  Wright,Senior vice president finance and chief financial officer,CFO,"$309,000","$359,000",,"$668,000",,"$368,400","$368,400","$34,624",,"$1,071,024",
157,Southwest Airlines Co.,LUV,Michael G. Van de Ven,Executive vice president and chief operating officer,COO,"$365,000","$500,000",,"$865,000",,"$1,105,200","$1,105,200","$30,815",,"$2,001,015",
171,Southwest Airlines Co.,LUV,Ron  Ricks,Executive vice president corporate services and corporate secretary,Other,"$370,000","$475,000",,"$845,000",,"$921,000","$921,000","$48,896",,"$1,814,896",
175,Southwest Airlines Co.,LUV,Robert E. Jordan,Executive vice president strategy and planning,Other,"$340,000","$470,000",,"$810,000",,"$921,000","$921,000","$49,180",,"$1,780,180",
102,SuperMedia Inc.,SPMD,Peter J. McDonald,President and chief executive,CEO,"$204,231","$850,000",,"$1,054,231","$628,500","$1,087,500","$1,716,000","$3,115",,"$2,773,346","Appointed CEO on Dec. 9, 2010"
113,SuperMedia Inc.,SPMD,Samuel D. Jones,"Executive vice president, chief financial officer and treasurer",CFO,"$447,500","$225,000","$428,996","$1,101,496",,"$1,350,189","$1,350,189","$49,390","$138,475","$2,639,550",
136,SuperMedia Inc.,SPMD,Frank P. Gatto,Executive vice president ? operations,COO,"$398,500","$160,000","$355,908","$914,408",,"$1,120,144","$1,120,144","$103,099","$79,639","$2,217,290",
5,SuperMedia Inc.,SPMD,Scott W. Klein,Former chief executive officer,Former executive,"$809,615","$1,000,000","$964,643","$2,774,258",,"$6,000,802","$6,000,802","$4,341,176",,"$13,116,236","Resigned Oct. 4, 2010"
60,SuperMedia Inc.,SPMD,Michael D. Pawlowski,Former executive vice president ? sales,Former executive,"$385,096","$150,000",,"$535,096",,"$1,050,147","$1,050,147","$2,154,515","$117,096","$3,856,854","Resigned Nov.30, 2010"
122,SuperMedia Inc.,SPMD,Cody  Wilbanks,"Executive vice president, general counsel and secretary",General Counsel,"$419,500","$212,500","$378,152","$1,010,152",,"$1,275,179","$1,275,179","$39,343","$62,071","$2,386,745",
191,SuperMedia Inc.,SPMD,Georgia R. Scaife,Executive vice president ? human resources and employee administration,Other,"$325,000","$130,000","$247,865","$702,865",,"$812,620","$812,620","$51,755","$15,281","$1,582,521",
386,SWS Group Inc.,SWS,Donald W. Hultgren,Chief executive,CEO,"$450,000",,,"$450,000",,"$67,500","$67,500","$9,800",,"$527,300","Resigned from his position on Aug. 18, 2010."
423,SWS Group Inc.,SWS,Kenneth R. Hanks,"Executive vice president, chief financial officer and treasurer",CFO,"$360,000",,,"$360,000",,"$54,000","$54,000","$9,800",,"$423,800",
125,SWS Group Inc.,SWS,Daniel R. Leland,Executive vice president,Other,"$225,000",,"$2,075,252","$2,300,252",,"$33,750","$33,750","$9,800",,"$2,343,802",
179,SWS Group Inc.,SWS,Richard H. Litton,Executive vice president,Other,"$225,000",,"$1,477,554","$1,702,554",,"$33,750","$33,750","$9,800",,"$1,746,104",
295,SWS Group Inc.,SWS,James H. Ross,Executive vice president,Other,"$350,000",,"$200,586","$550,586",,"$348,100","$348,100","$9,800",,"$908,486","Appointed CEO and a member of the board on Aug. 18, 2010."
497,T Bancshares Inc.,TBNC,Patrick Howard,President and chief executive,CEO,"$170,000",,,"$170,000","$5,772",,"$5,772",$237,,"$175,959",
498,T Bancshares Inc.,TBNC,Steven Jones,Plano market president,Division President/CEO,"$150,000","$14,888",,"$164,888",,,$-,"$9,837",,"$174,725",
339,Tandy Brands Accessories Inc.,TBAC,N. Roderick McGeachy III,"Chairman, president and chief executive",CEO,"$330,002",,"$186,001","$516,003",,"$150,000","$150,000","$28,845",,"$694,848",
427,Tandy Brands Accessories Inc.,TBAC,M. C. Mackey,Executive vice president and chief financial officer,CFO,"$216,002",,"$81,164","$297,166",,"$100,000","$100,000","$21,763",,"$418,929",
430,Tandy Brands Accessories Inc.,TBAC,Robert J. McCarten,Senior vice president ? national sales,Sales/Marketing executive,"$214,821",,"$80,721","$295,542",,"$100,000","$100,000","$15,287",,"$410,829",
470,Tandy Leather Factory Inc.,TLF,Jon  Thompson,"Chief executive, president and chief operating officer",CEO,"$170,000","$92,500",,"$262,500",,,$-,"$6,600",,"$269,100",
482,Tandy Leather Factory Inc.,TLF,Shannon L. Greene,Chief financial officer and treasurer,CFO,"$150,000","$92,500",,"$242,500",,,$-,"$5,977",,"$248,477",
485,Tandy Leather Factory Inc.,TLF,Mark  Angus,Senior vice president,Other,"$140,000","$92,500",,"$232,500",,,$-,"$5,665",,"$238,165",
317,Teletouch Communications Inc.,TLLE.OB,Robert M. McMurrey,Chairman and chief executive,CEO,"$380,000","$380,000",,"$760,000","$34,846",,"$34,846","$3,630",,"$798,476",
415,Teletouch Communications Inc.,TLLE.OB,Douglas E. Sloan,"Chief financial officer, treasurer and corporate secretary",CFO,"$210,000","$210,000",,"$420,000",,,$-,"$9,800",,"$429,800",
341,Teletouch Communications Inc.,TLLE.OB,Thomas A. Hyde Jr.,President and chief operating officer,COO,"$325,000","$325,000",,"$650,000","$27,764",,"$27,764","$8,883",,"$686,647",
7,Tenet Healthcare Corp.,THC,Trevor Fetter,Chief executive and president,CEO,"$1,081,000",,"$4,581,616","$5,662,616","$1,214,546","$3,648,993","$4,863,539","$226,383","$1,490,408","$12,242,946",
71,Tenet Healthcare Corp.,THC,Biggs C. Porter,Chief financial officer,CFO,"$576,904",,"$1,132,994","$1,709,898","$326,992","$982,419","$1,309,411","$29,595","$384,612","$3,433,516",
36,Tenet Healthcare Corp.,THC,"Stephen L. Newman, M.D.",Chief operating officer,COO,"$732,269",,"$1,618,864","$2,351,133","$467,134","$1,403,461","$1,870,595","$38,083","$1,246,001","$5,505,811",
202,Tenet Healthcare Corp.,THC,Gary Fuff,"Senior vice president, general counsel and secretary",General Counsel,"$388,462",,"$354,663","$743,125","$123,322","$370,510","$493,832","$14,819","$272,456","$1,524,232",
216,Tenet Healthcare Corp.,THC,Cathy Fraser,"Senior vice president, human resources",Other,"$388,904",,"$459,742","$848,646","$93,428","$280,694","$374,122","$15,656","$109,066","$1,347,490",
233,Texas Capital Bancshares Inc.,TCBI,George F. Jones Jr.,Chief executive and president of Texas Capital Bancshares; CEO of Texas Capital Bank,CEO,"$585,000",,"$622,500","$1,207,500",,,$-,"$30,035",,"$1,237,535",
365,Texas Capital Bancshares Inc.,TCBI,Peter B. Bartholow,Chief financial officer,CFO,"$333,979",,"$247,500","$581,479",,,$-,"$15,169",,"$596,648",
372,Texas Capital Bancshares Inc.,TCBI,C. Keith Cargill,"President, chief lending officer and chief operating officer of Texas Capital Bank",COO,"$309,250",,"$245,500","$554,750",,,$-,"$22,149",,"$576,899",
403,Texas Capital Bancshares Inc.,TCBI,Vince A. Ackerson,Dallas regional president,Division President/CEO,"$272,629",,"$185,500","$458,129",,,$-,"$18,597",,"$476,726",
406,Texas Capital Bancshares Inc.,TCBI,John D. Hudgens,Chief credit officer and chief risk officer,Other,"$269,183",,"$187,500","$456,683",,,$-,"$14,546",,"$471,229",
203,Texas Industries Inc.,TXI,Mel G. Brekhus,President and chief executive,CEO,"$540,000",,,"$540,000","$420,750",,"$420,750","$16,072","$526,462","$1,503,284",
328,Texas Industries Inc.,TXI,Kenneth R. Allen,Vice president-finance and chief financial officer,CFO,"$261,250",,,"$261,250","$252,450",,"$252,450","$18,418","$205,896","$738,014",
310,Texas Industries Inc.,TXI,Frederick G. Anderson,"Vice president, general counsel and secretary",General Counsel,"$289,750",,,"$289,750","$252,450",,"$252,450","$20,155","$265,211","$827,566",
247,Texas Industries Inc.,TXI,William J. Durbin,Vice president of human resources,Other,"$280,250",,,"$280,250","$201,960",,"$201,960","$20,303","$619,515","$1,122,028","Retired on May 31, 2010, last day of the fiscal year"
304,Texas Industries Inc.,TXI,J. Lynn Davis,Vice president of cement,Other,"$251,750",,,"$251,750","$218,790",,"$218,790","$14,683","$396,078","$881,301",
45,Texas Instruments Inc.,TXN,Kevin P. March,Senior vice president and chief financial officer,CFO,"$524,587",,"$1,065,858","$1,590,445","$1,064,867","$1,238,961","$2,303,828","$19,995","$558,705","$4,472,973",
27,Texas Instruments Inc.,TXN,Gregg A. Lowe,Senior vice president,Other,"$571,672",,"$1,449,014","$2,020,686","$1,832,561","$2,132,148","$3,964,709","$15,927","$596,660","$6,597,982",
34,Texas Instruments Inc.,TXN,Brian T. Crutcher,Senior vice president,Other,"$360,903",,"$812,508","$1,173,411","$990,574","$3,650,500","$4,641,074","$30,468",$402,"$5,845,355",
8,Texas Instruments Inc.,TXN,Richard K. Templeton,"Chairman, president and chief executive",CEO,"$987,840",,"$3,171,094","$4,158,934","$3,566,066","$4,149,000","$7,715,066","$240,521","$98,899","$12,213,420",
38,Texas Instruments Inc.,TXN,Kevin J. Ritchie,Senior vice president,Other,"$468,540",,"$1,181,151","$1,649,691","$1,238,217","$1,440,648","$2,678,865","$13,520","$630,532","$4,972,608",
